	DrugBank_ID	DrugBank_Name	Indication	Targets	Proximity	FDR
84	DB00608	Chloroquine	"Chloroquine is indicated to treat infections of _P. vivax_, _P. malariae_, _P. ovale_, and susceptible strains of _P. falciparum_.[L12051] It is also used to treat extraintestinal amebiasis.[L12051]

Chloroquine is also used off label for the treatment of rheumatic diseases,[A191655] as well as treatment and prophylaxis of Zika virus.[A191649,A191652] Chloroquine is currently undergoing clinical trials for the treatment of COVID-19.[A191631]"	GSTA2, GSTM1, HMGB1, ACE2, TNF, TLR9	-0.9313895198103375	0.011081677715156288
85	DB01136	Carvedilol	Carvedilol is indicated to treat mild to severe heart failure, left ventricular dysfunction after myocardial infarction with ventricular ejection fraction ≤40%, or hypertension.[L7889,L7892]	KCNJ2, GJA1, KCNH2, KCNJ4, ADRB1, ADRA1D, VCAM1, ADRA1B, SELE, ADRB2, HIF1A, VEGFA, ADRA1A, ADRA2B, ADRA2C, ADRA2A, NDUFC2, NPPB	-0.5229998050943557	0.011183829053198362
86	DB01013	Clobetasol propionate	Clobetasol propionate is indicated to treat moderate to severe plaque psoriasis[L11818,L118121,L11824] as well as inflammatory and pruritic manifestations of corticosteroid responsive dermatoses.[L11815,L11827]	ANXA1, NR3C2, NR3C1	-1.51848497265485	0.01200280545945853
87	DB00598	Labetalol	Labetalol injections are indicated to control blood pressure in severe hypertension.[L7727] Labetalol tablets are indicated alone or in combination with antihypertensives like thiazides and loop diuretics to manage hypertension.[L7730]	ADRB2, ADRB1, ADRA1A	-1.4876553979560374	0.015098549734772352
88	DB07374	Anisomycin		RPL37, RPL11, RPL8, RPL23A, SNU13, RPL19, RSL24D1, RPL26L1, RPL23, RPL3, RPL13A, RPL15, RPL10L	-0.5183873337752353	0.0177046730481845
89	DB00630	Alendronic acid	Alendronic acid is indicated for the treatment and prevention of osteoporosis in men and postmenopausal women, treatment of glucocorticoid-induced osteoporosis, and Paget's disease of bone[FDA Label][A959,A176750]. However, alendronic acid is not indicated for use in pediatric populations or patients with a creatinine clearance <35mL/min[FDA Label].	PTPN4, ATP6V1A, PTPRS, FDPS, PTPRE	-1.9131716717255935	0.018195338158027766
90	DB08437	Puromycin		RPL37, RPL11, RPL8, RPL23A, RPL19, RSL24D1, RPL26L1, RPL23, RPL3, RPL13A, RPL15, RPL10L	-0.5608706258195247	0.019802122120094204
91	DB03758	Radicicol		DLAT, HSP90B1, PDK3, HSP90AB1	-1.8049951715726893	0.022837354411654933
92	DB01626	Pargyline	For the treatment of moderate to severe hypertension.	MAOB, MAOA	-2.307332728631701	0.023213672724246615
93	DB01023	Felodipine	For the treatment of mild to moderate essential hypertension. 	CACNA1S, PDE1B, CACNA1H, CACNA1D, PDE1A, CACNB2, TNNC1, NR3C2, TNNC2, CACNA2D2, CACNA1C, CALM1, CACNA2D1	-1.125401951887234	0.023213672724246615
94	DB01219	Dantrolene	For use, along with appropriate supportive measures, for the management of the fulminant hypermetabolism of skeletal muscle characteristic of malignant hyperthermia crises in patients of all ages. Also used preoperatively, and sometimes postoperatively, to prevent or attenuate the development of clinical and laboratory signs of malignant hyperthermia in individuals judged to be malignant hyperthermia susceptible.	RYR1	-4.364416099370167	0.02916809625105789
95	DB01645	Genistein	Currently Genistein is being studied in clinical trials as a treatment for prostate cancer.  	ESRRB, AKT1, NCOA2, SHBG, TOP2A, CYP1B1, ESR2, PTK2B, NCOA1, NR1I2, ESR1, GPER1, ESRRA	-0.7852580817104189	0.03075347891418678
96	DB04216	Quercetin		CSNK2A1, CYP1B1, RUVBL2, SF3B3, NR1I2, CEBPB, ACTB, HIBCH, EIF3F, SHBG, NQO2, ESR2, ESR1, ATP5F1C, HSP90AA1, UBA1, HCK, PIK3CG, UGT3A1, ATP5F1A, CSNK2B, PIM1, AHR, STK17B, HSPA2, CBR1, ATP5F1B	-0.38735183089198383	0.03202928140924871
97	DB00715	Paroxetine	Paroxetine is indicated for the management of depression, obsessive-compulsive disorder, panic disorder, social anxiety disorder, generalized anxiety disorder, posttraumatic stress disorder.[L3358] One form of paroxetine, commercially known as Brisdelle, is used to manage mild to moderate vasomotor symptoms of menopause.[L7703] Off-label, paroxetine may be used for the treatment of premature ejaculation or irritable bowel syndrome (IBS).[A1093,A181754,A181904]	DRD2, SLC6A4, ADRB1, HRH1, HTR2A, HTR1A, HTR2B, SLC6A2, ADRA2A, ADRA1A, DRD1, CHRM1	-0.3021164452820077	0.0334640617820882
98	DB13956	Estradiol valerate	"Estradiol valerate is commercially available as an intramuscular injection as the product Delestrogen and is indicated for the treatment of moderate to severe vasomotor symptoms and vulvovaginal atrophy due to menopause, for the treatment of hypoestrogenism due to hypogonadism, castration or primary ovarian failure, and for the treatment of advanced androgen-dependent carcinoma of the prostate (for palliation only). 

Estradiol valerate is also available in combination with [DB09123] as the commercially available product Natazia used for the prevention of pregnancy and for the treatment of heavy menstrual bleeding."	ESRRG, NCOA2, MT-ATP6, ESR2, HSD17B2, NR1I2, ESR1, BECN1, GPER1, CHRNA4	-0.9523617948633067	0.037954317397146116
99	DB00862	Vardenafil	Used for the treatment of erectile dysfunction	PDE6H, PDE6G, PDE5A	-1.2561639262792332	0.040264851227390784
100	DB00210	Adapalene	Adapalene is indicated for the topical treatment of acne vulgaris in patients aged 12 and over.[L12873]	RARB, RARA, RXRB, TLR2, RXRG, JUN, RXRA, RARG, GOT1	-0.6561697774774287	0.043771266696423956
101	DB00875	Flupentixol	"Flupentixol is indicated for maintenance therapy of chronic schizophrenic patients whose main manifestations do not include excitement, agitation or hyperactivity.[L31808]

It is indicated for the management of depression in adult patients who may, or may not, also be showing signs of anxiety.[L31928]

Flupentixol in combination with [melitracen] is indicated to manage symptoms of anxiety, depression, and asthenia in adults.[L31923]"	DRD3, DRD2, HTR2A, HTR2C, ADRA1A, DRD1, DRD4, CHRM1	-0.5632381675108646	0.05024629360261192
102	DB01113	Papaverine	For the treatment of impotence and vasospasms.	PDE4B, PDE10A	-1.9584640226130026	0.054453469834831736
103	DB08877	Ruxolitinib	"Ruxolitinib is indicated for the treatment of inte1mediate or high-risk myelofibrosis (MF), including prima1y MF, post-polycythemia vera MF and post-essential thrombocythemia MF in adults.[L31938] It is also indicated to treat disease-related splenomegaly or symptoms in adult patients with these conditions.[L32073]

Ruxolitinib is indicated for the treatment of polycythemia vera (PV) in adults who have had an inadequate response to or are intolerant of hydroxyurea.[L31938]

Ruxolitinib is indicated for the treatment of steroid-refracto1y acute graft-versus-host disease (GVHD) in adult and pediatric patients 12 years and older.[L31938]

Ruxolitinib is indicated for topical non-continuous and short-term treatment of mild to moderate atopic dermatitis in immunocompetent patients who are 12 years and older and whose disease is not adequately controlled with topical prescription therapies or when the topical prescription therapies are not advisable.[L39125]"	JAK1, JAK2, JAK3, TYK2	-1.501055678576596	0.05781594504931448
104	DB00436	Bendroflumethiazide	For the treatment of high blood pressure and management of edema related to heart failure.	KCNMA1, SLC12A3, CA1, CA2, CA4	-0.6309112496978423	0.06180600320856133
105	DB02509	Farnesol		MAOB, NR1H4	-2.307332728631701	0.06389396131955614
106	DB09286	Pipamperone	Treatment of chronic psychoses and states of aggressiveness of various origins [L1515].	DRD3, DRD2, HTR2A, HTR2B, ADRA1A, DRD4, DRD1, ADRA2A	-0.4488807533011309	0.06631147133460029
107	DB00692	Phentolamine	Used as an aid for the diagnosis of pheochromocytoma, and may be administered immediately prior to or during pheochromocytomectomy to prevent or control paroxysmal hypertension resulting from anesthesia, stress, or operative manipulation of the tumor. Phentolamine has also been used to treat hypertensive crisis caused by sympathomimetic amines or catecholamine excess by certain foods or drugs in patients taking MAO inhibitors, or by clonidine withdrawal syndrome. Other indications include the prevention of dermal necrosis and sloughing following IV administration or extravasation of norepinephrine, decrease in impedance to left ventricular ejection and the infarct size in patients with MI associated with left ventricular failure, treatment of erectile dysfunction through self-injection of small doses combined with papaverine hydrochloride into the corpus cavernosum, and as an adjunct to the management of cocaine overdose to reverse coronary vasoconstriction following use of oxygen, benzodiazepines,and nitroglycerin. 	ADRA1B, ADRA1A, ADRA1D, ADRA2A	-0.8891736773585008	0.0713796095478326
108	DB00841	Dobutamine	Indicated when parenteral therapy is necessary for inotropic support in the short-term treatment of patients with cardiac decompensation due to depressed contractility resulting either from organic heart disease or from cardiac surgical procedures.	ADRB2, ESR1, ADRB1, ADRA1A	-1.1178885057779682	0.07251572598881735
109	DB01388	Mibefradil	For the treatment of angina and high blood pressure.	CACNA1S, CACNB3, CACNA1H, CACNA1D, CACNB1, CACNA1G, CACNB2, CACNB4, CACNA1C, CACNA1I, CACNA1F	-0.8735981304853324	0.07887630600443936
110	DB00831	Trifluoperazine	For the treatment of anxiety disorders, depressive symptoms secondary to anxiety and agitation.	DRD2, CALY, S100A4, TNNC1, ADRA1A, CALM1	-0.4431685090406093	0.08210552042059213
111	DB07080	TO-901317		NCOA2, RXRB, NR1H3, NR1H2, NCOA1, NR1I2	-1.843849928534498	0.09965230996249701
112	DB01599	Probucol	Used to lower LDL and HDL cholesterol.	ABCA1, CES1	-1.9387157908517088	0.10382014495089874
113	DB00939	Meclofenamic acid	For the relief of mild to moderate pain, for the treatment of primary dysmenorrhea and for the treatment of idiopathic heavy menstrual blood loss. Also for relief of the signs and symptoms of acute and chronic rheumatoid arthritis and osteoarthritis.	KCNQ3, KCNQ2, PTGS1, ALOX5, PTGS2	-0.4779013910009118	0.11151721625873304
114	DB00820	Tadalafil	Tadalafil is indicated for the treatment of erectile dysfunction (ED) and either alone or in combination with [finasteride] for the treatment of benign prostatic hypertrophy (BPH).[L39095,L39439] It is also indicated for the treatment of pulmonary arterial hypertension (PAH) both alone and in combination with [macitentan] or other endothelin-1 antagonists.[L39100,L39105]	PDE11A, PDE6G, PDE5A	-0.9512108217199432	0.1178337717590602
115	DB00343	Diltiazem	"**Oral**

Indicated for the management of hypertension, to lower blood pressure, alone or in combination with other antihypertensive agents.[L10556]

Indicated for use to improve exercise tolerance in patients with chronic stable angina.[L10556]

Indicated for the management of variant angina (Prinzmetal's angina).[L6298]

**Intravenous**

Indicated for the short-term management of atrial fibrillation or atrial flutter for temporary control of rapid ventricular rate.[L6292]

Indicated for the rapid conversion of paroxysmal supraventricular tachycardias (PSVT) to sinus rhythm. This includes AV nodal reentrant tachycardias and reciprocating tachycardias associated with an extranodal accessory pathway such as the WPW syndrome or short PR syndrome.[L6292]

**Off-label**

Indicated for off-label uses in anal fissures (as topical formulation), migraine prophylaxis, cramps in lower leg related to rest, pulmonary hypertension,[L6289] idiopathic dilated cardiomyopathy, and proteinuria associated with diabetic nephropathy.[L6298]"	CACNA1C, CACNG1	-2.2906970896385768	0.12388522346549859
116	DB05424	Canertinib	Investigated for use/treatment in breast cancer and lung cancer.	EGFR	-7.734956738890897	0.14327137787224434
117	DB06595	Midostaurin	Investigated for use/treatment in adult patients with high-risk acute myeloid leukemia (AML) who are FLT3 mutation-positive, agressive systemic mastocytosis (ASM), systemic mastocytosis with associated hematological neoplasm (SM-AHN), or mast cell leukemia (MCL). 	PDGFRA, PDGFRB, KIT, KDR, FLT3, PRKCA	-1.1472367844632492	0.15873601842967308
118	DB00588	Fluticasone propionate	Fluticasone propionate is indicated as an inhaler for the treatment and management of asthma by prophylaxis[FDA Label]as well as inflammatory and pruritic dermatoses[F4355]. Fluticasone propionate nasal spray is indicated for managing allergic and nonallergic rhinitis[L8309,F4358].	PLA2G4A, PGR, NR3C2, NR3C1	-1.1410106868020777	0.1628589655413016
119	DB00699	Nicergoline	For the treatment of senile dementia, migraines of vascular origin, transient ischemia, platelet hyper-aggregability, and macular degeneration.	ADRA1A	-4.44579053538059	0.18029014015244652
120	DB09213	Dexibuprofen	For more information, refer to [ibuprofen].	THBD, SLC15A1, PLAT, FABP2, GP1BA, PTGS1, PPARA, PTGS2, BCL2, CFTR, PPARG, S100A7	-0.34179773813936687	0.19278925033830335
121	DB02659	Cholic Acid	Oral cholic acid is indicated for: treatment of bile acid synthesis disorders due to single enzyme defects; and as adjunctive treatment of peroxisomal disorders including Zellweger spectrum disorders in patients who exhibit manifestations of liver disease, steatorrhea or complications from decreased fat soluble vitamin absorption. 	COX6A2, COX7A1, COX5B, COX6B1, ESRRG, COX6C, PLA2G1B, FECH, COX7B, MT-CO3, COX8A, GPBAR1, COX4I1, MT-CO2, NR1H4, ADH1C, COX5A, COX7C, MT-CO1, CES1, FABP6	-0.3493355941154341	0.2051656545209177
